Player,Team,position,game_id,game_date,home_team,away_team,G,A1,A2,PTS,PrPTS,GS,SOG,eGF,eGA,GF.,PPG,PPA1,PPA2,SHG,SHA1,SHA2,FOW,FOL,PIM,Blk,TO,SV,GA
Jordan Brickner,CTW,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.33,3,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0
Jordyn Burns,BUF,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Lisa Chesson,BUF,D,18507490,2018-01-14,CTW,BUF,1,0,1,2,1,1.7500000000000002,1,2,1,0.6666666666666666,0,0,1,0,0,0,0,0,0,2,1,0,0
Rachael Ade,CTW,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.33,3,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,2,0,0
Sarah Casorso,BUF,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.16,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Shannon Doyle,CTW,D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.04999999999999999,2,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0
Amanda Boulier,CTW,D|F,18507490,2018-01-14,CTW,BUF,0,2,0,2,2,1.3599999999999999,4,2,1,0.6666666666666666,0,0,0,0,0,0,7,10,0,0,0,0,0
Emily Fluke,CTW,F,18507490,2018-01-14,CTW,BUF,1,0,2,3,1,2.0300000000000002,1,2,1,0.6666666666666666,0,0,1,0,0,0,1,4,0,0,0,0,0
Jamie Goldsmith,CTW,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.7599999999999999,3,0,2,0,0,0,0,0,0,0,10,5,2,0,1,0,0
Jordan  Juron ,BUF,F,18507490,2018-01-14,CTW,BUF,0,1,0,1,1,0.75,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan  Ott,BUF,F,18507490,2018-01-14,CTW,BUF,0,0,1,1,0,0.69,2,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0
Juana Baribeau,CTW,F,18507490,2018-01-14,CTW,BUF,0,1,0,1,1,0.53,1,0,1,0,0,1,0,0,0,0,6,5,4,0,1,0,0
Katherine Donohue,BUF,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,-0.36,0,1,1,0.5,0,0,0,0,0,0,2,5,0,0,0,0,0
Kaycie Anderson,CTW,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylyn  Schroka,BUF,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.1,2,1,1,0.5,0,0,0,0,0,0,3,4,0,2,0,0,0
Kourtney Kunichika,BUF,F,18507490,2018-01-14,CTW,BUF,0,1,0,1,1,0.8999999999999998,5,1,0,1,0,0,0,0,0,0,1,2,2,1,1,0,0
Kristin Lewicki,BUF,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,-0.25,1,0,1,0,0,0,0,0,0,0,4,7,0,0,1,0,0
Maddie  Elia,BUF,F,18507490,2018-01-14,CTW,BUF,1,0,0,1,1,2.54,2,1,0,1,0,0,0,0,0,0,15,4,0,0,1,0,0
Meghan   Huertas,CTW,F,18507490,2018-01-14,CTW,BUF,1,0,0,1,1,0.47,2,2,0,1,0,0,0,0,0,0,5,7,6,2,0,0,0
Rebecca  Vint,BUF,F,18507490,2018-01-14,CTW,BUF,1,1,1,3,2,2.1,1,2,1,0.6666666666666666,0,1,0,0,0,0,2,3,2,0,0,0,0
Sam Faber,CTW,F,18507490,2018-01-14,CTW,BUF,1,0,0,1,1,1.22,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sarah Shureb,BUF,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephanie  Mock,CTW,F,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Taylor Accursi,BUF,F,18507490,2018-01-14,CTW,BUF,1,1,0,2,2,1.7600000000000002,0,1,1,0.5,1,0,0,0,0,0,5,4,0,0,1,0,0
Anya Battaglino ,CTW,F|D,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
Amanda Leveille,BUF,G,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,0.3600000000000003,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,24,3
Sydney Rossman,CTW,G,18507490,2018-01-14,CTW,BUF,0,0,0,0,0,-1.1999999999999997,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,4
 Kelsey  Koelzer,MET,D,18507502,2017-10-28,MET,BOS,0,1,0,1,1,0.69,2,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,2,1,0,0,0
Alyssa Gagliardi,BOS,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.45,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ashley Johnston,MET,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.22,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Courtney Burke,MET,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Jenny Ryan,MET,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliya Johnson,BOS,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kiira Dosdall,MET,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,-0.009999999999999995,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0
Lexi Bender,BOS,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Marissa Gedman,BOS,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,3,1,0,0
Michelle Picard,MET,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.04999999999999999,2,1,1,0.5,0,0,0,0,0,0,0,0,2,3,0,0,0
Paige Harrington,BOS,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Morse,MET,D,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Meagan Mangene,BOS,D|F,18507502,2017-10-28,MET,BOS,1,0,0,1,1,1.11,1,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexa Gruschow,MET,F,18507502,2017-10-28,MET,BOS,1,0,1,2,1,1.62,2,2,0,1,0,0,0,0,0,0,10,12,0,0,0,0,0
Bray Ketchum,MET,F,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Dana Trivigno,BOS,F,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.8,4,0,4,0,0,0,0,0,0,0,9,6,0,1,0,0,0
Emily Field,BOS,F,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.11,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Erika  Lawler,MET,F,18507502,2017-10-28,MET,BOS,0,0,0,0,0,-0.25,1,0,0,NA,0,0,0,0,0,0,11,14,0,1,0,0,0
Haley Skarupa,BOS,F,18507502,2017-10-28,MET,BOS,0,0,1,1,0,1.7400000000000002,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Browne,MET,F,18507502,2017-10-28,MET,BOS,1,0,1,2,1,1.7500000000000002,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Heather  Schwarz,BOS,F,18507502,2017-10-28,MET,BOS,0,1,0,1,1,0.86,2,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Janine Weber,BOS,F,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.5299999999999999,2,1,0,1,0,0,0,0,0,0,10,6,2,1,0,0,0
Janine Weber,MET,F,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.5299999999999999,2,1,0,1,0,0,0,0,0,0,10,6,2,1,0,0,0
Jillian Dempsey,BOS,F,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.22999999999999998,1,0,1,0,0,0,0,0,0,0,11,10,0,0,0,0,0
Jordan Smelker,BOS,F,18507502,2017-10-28,MET,BOS,0,0,0,0,0,-0.24,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Lindsey Hylwa,MET,F,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Miye D'Oench,MET,F,18507502,2017-10-28,MET,BOS,1,1,0,2,2,2.08,4,2,1,0.6666666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0
Rebecca Russo,MET,F,18507502,2017-10-28,MET,BOS,1,0,0,1,1,1.33,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sydney   Daniels,BOS,F,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tatiana Rafter,MET,F,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.44,4,1,1,0.5,0,0,0,0,0,0,4,4,0,1,0,0,0
Brittany Ott,BOS,G,18507502,2017-10-28,MET,BOS,0,0,0,0,0,0.9200000000000004,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,28,3
Katie  Fitzgerald,MET,G,18507502,2017-10-28,MET,BOS,0,0,0,0,0,3.2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,30,1
 Kelsey  Koelzer,MET,D,18507506,2017-12-03,MET,CTW,0,0,0,0,0,-0.17,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0
Courtney Burke,MET,D,18507506,2017-12-03,MET,CTW,0,1,0,1,1,0.86,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cydney Roesler,CTW,D,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elena Orlando,CTW,D,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hanna  Beattie,CTW,D,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenny Ryan,MET,D,18507506,2017-12-03,MET,CTW,0,0,1,1,0,0.86,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiira Dosdall,MET,D,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Michelle Picard,MET,D,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Rachael Ade,CTW,D,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
Rebecca Morse,MET,D,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Shannon Doyle,CTW,D,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.04999999999999999,2,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0
Amanda Boulier,CTW,D|F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.22,2,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0
Alexa Gruschow,MET,F,18507506,2017-12-03,MET,CTW,1,1,0,2,2,1.7500000000000002,1,2,0,1,0,0,0,0,0,0,9,9,0,0,0,0,0
Bray Ketchum,MET,F,18507506,2017-12-03,MET,CTW,1,0,0,1,1,1.22,2,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0
Emily Fluke,CTW,F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.33,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Erika  Lawler,MET,F,18507506,2017-12-03,MET,CTW,0,0,1,1,0,0.86,2,0,0,NA,0,0,1,0,0,0,10,10,0,0,0,0,0
Grace Klienbach,CTW,F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,-0.009999999999999995,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0
Harrison Browne,MET,F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Jamie Goldsmith,CTW,F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,-0.26,2,0,1,0,0,0,0,0,0,0,6,10,0,2,0,0,0
Juana Baribeau,CTW,F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.45,3,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0
Kelly Babstock,CTW,F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,1.11,4,0,2,0,0,0,0,0,0,0,11,4,2,1,0,0,0
Kelly Nash,MET,F,18507506,2017-12-03,MET,CTW,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Madison Packer,MET,F,18507506,2017-12-03,MET,CTW,0,2,0,2,2,1.38,2,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
Miye D'Oench,MET,F,18507506,2017-12-03,MET,CTW,1,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Paige Savage,CTW,F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Rebecca Russo,MET,F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,-0.009999999999999995,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0
Sam Faber,CTW,F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephanie  Mock,CTW,F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.22,2,0,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0
Tatiana Rafter,MET,F,18507506,2017-12-03,MET,CTW,0,0,0,0,0,0.33,3,1,0,1,0,0,0,0,0,0,7,7,0,0,0,0,0
Anya Battaglino ,CTW,F|D,18507506,2017-12-03,MET,CTW,0,0,0,0,0,-0.009999999999999995,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Katie  Fitzgerald,MET,G,18507506,2017-12-03,MET,CTW,0,0,0,0,0,3.5000000000000004,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,25,0
Sydney Rossman,CTW,G,18507506,2017-12-03,MET,CTW,0,0,0,0,0,-1.0599999999999996,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,21,4
 Kelsey  Koelzer,MET,D,18507511,2017-12-10,MET,BUF,0,0,1,1,0,0.86,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Colleen  Murphy,BUF,D,18507511,2017-12-10,MET,BUF,0,0,0,0,0,-0.29000000000000004,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Courtney Burke,MET,D,18507511,2017-12-10,MET,BUF,0,0,2,2,0,1.55,4,0,0,NA,0,0,2,0,0,1,0,0,2,0,0,0,0
Jacquie Greco,BUF,D,18507511,2017-12-10,MET,BUF,0,0,0,0,0,0.11,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenny Ryan,MET,D,18507511,2017-12-10,MET,BUF,0,1,0,1,1,1.08,4,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0
Jordyn Burns,BUF,D,18507511,2017-12-10,MET,BUF,0,0,0,0,0,0.11,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Kiira Dosdall,MET,D,18507511,2017-12-10,MET,BUF,0,1,1,2,1,1.5,2,1,2,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,0,0,0
Michelle Picard,MET,D,18507511,2017-12-10,MET,BUF,0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Morse,MET,D,18507511,2017-12-10,MET,BUF,0,0,0,0,0,0.11,1,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah  Edney,BUF,D,18507511,2017-12-10,MET,BUF,0,0,0,0,0,-0.06000000000000001,1,1,2,0.3333333333333333,0,0,0,0,0,0,0,0,2,0,0,0,0
Sarah Casorso,BUF,D,18507511,2017-12-10,MET,BUF,0,0,0,0,0,-0.06000000000000001,1,1,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0
Alexa Gruschow,MET,F,18507511,2017-12-10,MET,BUF,0,0,0,0,0,1.0200000000000002,1,0,1,0,0,0,0,0,0,0,17,8,2,1,0,0,0
Bray Ketchum,MET,F,18507511,2017-12-10,MET,BUF,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Corinne Buie,BUF,F,18507511,2017-12-10,MET,BUF,0,0,0,0,0,0.09000000000000002,3,0,0,NA,0,0,0,0,0,0,0,2,0,0,0,0,0
Erika  Lawler,MET,F,18507511,2017-12-10,MET,BUF,0,0,0,0,0,0.7,2,1,0,1,0,0,0,0,0,0,9,5,0,0,0,0,0
Harrison Browne,BUF,F,18507511,2017-12-10,MET,BUF,0,1,0,1,1,0.75,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Browne,MET,F,18507511,2017-12-10,MET,BUF,0,1,0,1,1,0.75,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Jess Jones,BUF,F,18507511,2017-12-10,MET,BUF,1,0,0,1,1,1,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan  Ott,BUF,F,18507511,2017-12-10,MET,BUF,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kaylyn  Schroka,BUF,F,18507511,2017-12-10,MET,BUF,0,1,0,1,1,0.16000000000000003,0,1,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0
Kelly Nash,MET,F,18507511,2017-12-10,MET,BUF,1,1,0,2,2,2.0700000000000003,5,1,2,0.3333333333333333,1,0,0,1,0,0,0,1,0,0,0,0,0
Kourtney Kunichika,BUF,F,18507511,2017-12-10,MET,BUF,0,1,0,1,1,0.63,1,1,2,0.3333333333333333,0,0,0,0,0,0,1,2,0,0,0,0,0
Kristin Lewicki,BUF,F,18507511,2017-12-10,MET,BUF,1,0,0,1,1,1.23,1,1,0,1,0,0,0,0,0,0,5,4,0,0,0,0,0
Maddie  Elia,BUF,F,18507511,2017-12-10,MET,BUF,0,0,0,0,0,0.05999999999999997,1,1,1,0.5,0,0,0,0,0,0,11,10,2,0,0,0,0
Madison Packer,MET,F,18507511,2017-12-10,MET,BUF,0,0,0,0,0,0.32,6,1,1,0.5,0,0,0,0,0,0,0,0,4,0,0,0,0
Miye D'Oench,MET,F,18507511,2017-12-10,MET,BUF,1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Russo,MET,F,18507511,2017-12-10,MET,BUF,1,0,0,1,1,1.33,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Sarah Shureb,BUF,F,18507511,2017-12-10,MET,BUF,0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Tatiana Rafter,MET,F,18507511,2017-12-10,MET,BUF,1,0,0,1,1,0.6300000000000001,1,1,1,0.5,0,0,0,0,0,0,4,8,0,0,0,0,0
Taylor Accursi,BUF,F,18507511,2017-12-10,MET,BUF,0,0,0,0,0,-0.24,0,0,1,0,0,0,0,0,0,0,6,8,0,1,0,0,0
Amanda Leveille,BUF,G,18507511,2017-12-10,MET,BUF,0,0,0,0,0,1.040000000000001,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,36,4
Katie  Fitzgerald,MET,G,18507511,2017-12-10,MET,BUF,0,0,0,0,0,-0.17999999999999972,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,13,2
 Kelsey  Koelzer,MET,D,18507514,2018-01-07,MET,CTW,0,1,0,1,1,0.91,4,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Ashley Johnston,MET,D,18507514,2018-01-07,MET,CTW,1,0,0,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Courtney Burke,MET,D,18507514,2018-01-07,MET,CTW,1,0,0,1,1,1.05,2,0,0,NA,1,0,0,0,0,0,0,0,2,1,1,0,0
Cydney Roesler,CTW,D,18507514,2018-01-07,MET,CTW,0,0,0,0,0,-0.06000000000000001,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Elena Orlando,CTW,D,18507514,2018-01-07,MET,CTW,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hanna  Beattie,CTW,D,18507514,2018-01-07,MET,CTW,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jenny Ryan,MET,D,18507514,2018-01-07,MET,CTW,0,1,0,1,1,1.19,5,0,0,NA,0,1,0,0,0,0,0,0,0,2,0,0,0
Jordan Brickner,CTW,D,18507514,2018-01-07,MET,CTW,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Kiira Dosdall,MET,D,18507514,2018-01-07,MET,CTW,0,0,0,0,0,0.11,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Michelle Picard,MET,D,18507514,2018-01-07,MET,CTW,0,0,0,0,0,-0.06000000000000001,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
Rachael Ade,CTW,D,18507514,2018-01-07,MET,CTW,0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shannon Doyle,CTW,D,18507514,2018-01-07,MET,CTW,0,0,1,1,0,0.97,3,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
Amanda Boulier,CTW,D|F,18507514,2018-01-07,MET,CTW,0,0,0,0,0,0.58,2,0,3,0,0,0,0,0,0,0,7,4,0,0,0,0,0
Alexa Gruschow,MET,F,18507514,2018-01-07,MET,CTW,0,0,2,2,0,1.4300000000000002,4,1,0,1,0,0,1,0,0,0,8,9,2,1,0,0,0
Bray Ketchum,MET,F,18507514,2018-01-07,MET,CTW,1,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Emily Fluke,CTW,F,18507514,2018-01-07,MET,CTW,0,0,0,0,0,0.16,3,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
Erika  Lawler,MET,F,18507514,2018-01-07,MET,CTW,0,1,1,2,1,1.38,2,2,0,1,0,0,0,0,0,0,5,6,0,0,0,0,0
Harrison Browne,MET,F,18507514,2018-01-07,MET,CTW,0,0,1,1,0,0.75,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Goldsmith,CTW,F,18507514,2018-01-07,MET,CTW,1,0,0,1,1,2.42,2,0,1,0,1,0,0,0,0,0,15,5,0,1,0,0,0
Juana Baribeau,CTW,F,18507514,2018-01-07,MET,CTW,0,0,0,0,0,0.09999999999999998,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Kaycie Anderson,CTW,F,18507514,2018-01-07,MET,CTW,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Babstock,CTW,F,18507514,2018-01-07,MET,CTW,0,0,0,0,0,0.74,5,0,4,0,0,0,0,0,0,0,5,2,2,0,0,0,0
Kelly Nash,MET,F,18507514,2018-01-07,MET,CTW,0,0,2,2,0,1.5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison Packer,MET,F,18507514,2018-01-07,MET,CTW,0,2,0,2,2,1.12,4,3,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0
Meghan   Huertas,CTW,F,18507514,2018-01-07,MET,CTW,0,1,0,1,1,0.83,5,0,2,0,0,1,0,0,0,0,1,4,0,0,0,0,0
Miye D'Oench,MET,F,18507514,2018-01-07,MET,CTW,0,1,0,1,1,0.74,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Rebecca Russo,MET,F,18507514,2018-01-07,MET,CTW,1,0,0,1,1,1.3399999999999999,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Stephanie  Mock,CTW,F,18507514,2018-01-07,MET,CTW,0,0,0,0,0,-0.009999999999999995,1,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0
Tatiana Rafter,MET,F,18507514,2018-01-07,MET,CTW,2,0,0,2,2,1.73,3,2,0,1,0,0,0,0,0,0,5,10,0,0,0,0,0
Katie  Fitzgerald,MET,G,18507514,2018-01-07,MET,CTW,0,0,0,0,0,2.9200000000000004,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,28,1
Keira Goin,CTW,G,18507514,2018-01-07,MET,CTW,0,0,0,0,0,-0.86,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1
Sydney Rossman,CTW,G,18507514,2018-01-07,MET,CTW,0,0,0,0,0,-0.5199999999999996,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,32,5
Alyssa Gagliardi,BOS,D,18507517,2018-01-21,MET,BOS,0,0,0,0,0,0.35,1,0,0,NA,0,0,0,0,0,0,2,0,0,3,0,0,0
Ashley Johnston,MET,D,18507517,2018-01-21,MET,BOS,0,0,1,1,0,0.75,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Courtney Burke,MET,D,18507517,2018-01-21,MET,BOS,0,0,0,0,0,0.04999999999999999,2,0,0,NA,0,0,0,0,0,0,0,0,2,2,0,0,0
Jenny Ryan,MET,D,18507517,2018-01-21,MET,BOS,0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaliya Johnson,BOS,D,18507517,2018-01-21,MET,BOS,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0
Kiira Dosdall,MET,D,18507517,2018-01-21,MET,BOS,0,1,0,1,1,0.86,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Lexi Bender,BOS,D,18507517,2018-01-21,MET,BOS,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Michelle Picard,MET,D,18507517,2018-01-21,MET,BOS,0,0,0,0,0,0.22,2,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
Paige Harrington,BOS,D,18507517,2018-01-21,MET,BOS,0,0,0,0,0,-0.17,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0
Rebecca Morse,MET,D,18507517,2018-01-21,MET,BOS,0,0,0,0,0,-0.009999999999999995,1,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,0,0
Meagan Mangene,BOS,D|F,18507517,2018-01-21,MET,BOS,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0
